schoolid classid childid sex mathkind mathgain ses housepov yearstea
56 168 617 1 524 53 0.12 0.04 13
56 168 618 0 480 77 -0.37 0.04 13
56 168 619 0 521 26 0.07 0.04 13
56 168 620 0 505 55 0.38 0.04 13
56 168 621 0 482 85 0.02 0.04 13
56 168 622 0 470 56 -1.28 0.04 13
57 36 623 1 431 89 -0.96 0.289 33
57 40 624 0 349 132 -0.76 0.289 9
57 40 625 1 465 127 0.19 0.289 9
57 40 626 1 474 22 -0.86 0.289 9
57 171 627 1 435 69 -1.14 0.289 19
57 250 628 1 484 39 -0.05 0.289 22
57 250 629 0 498 52 -0.07 0.289 22
57 272 630 0 466 34 -1.15 0.289 1
58 12 631 0 456 36 0.32 0.101 28
58 12 632 1 480 62 0.55 0.101 28
58 12 633 0 451 51 -0.8 0.101 28
58 12 634 1 500 109 -0.28 0.101 28
58 12 635 1 533 -8 0.05 0.101 28
59 34 636 0 536 6 -0.85 0.362 5
59 108 637 1 506 41 0.01 0.362 8
59 108 638 0 455 54 0.27 0.362 8
59 108 639 0 540 79 -0.28 0.362 8
60 121 640 1 482 102 -0.03 0.243 5
60 121 641 0 493 122 -0.03 0.243 5
60 121 642 0 445 72 -0.03 0.243 5
60 121 643 1 432 36 -0.03 0.243 5
60 121 644 0 445 118 -0.68 0.243 5
60 121 645 0 415 79 -0.03 0.243 5
60 242 646 1 443 59 -0.03 0.243 5
60 242 647 1 428 78 -0.73 0.243 5
60 242 648 0 449 74 -0.07 0.243 5
60 242 649 0 492 79 -0.03 0.243 5
60 242 650 0 515 24 0.3 0.243 5
60 242 651 0 489 23 -0.03 0.243 5
60 242 652 1 470 94 -0.03 0.243 5
61 1 653 0 442 35 -0.09 0.335 2
61 1 654 0 422 109 -1.32 0.335 2
61 1 655 1 482 66 0.43 0.335 2
61 1 656 1 489 19 -0.06 0.335 2
61 1 657 0 460 10 -1.28 0.335 2
61 124 658 0 448 52 -0.03 0.335 1
61 192 659 1 449 15 -0.03 0.335 0
61 192 660 1 441 37 -1.35 0.335 0
61 267 661 1 503 22 -1.21 0.335 4
61 267 662 1 454 50 -1.06 0.335 4
61 267 663 0 456 62 -1.03 0.335 4
62 22 664 1 629 -84 2.33 0.17 13
62 22 665 1 501 179 2 0.17 13
62 22 666 0 589 11 2.43 0.17 13
62 22 667 0 524 65 0.46 0.17 13
62 22 668 1 466 78 3.16 0.17 13
62 22 669 1 502 41 0.46 0.17 13
62 22 670 1 532 55 1.06 0.17 13
62 22 671 0 500 57 0.08 0.17 13
62 46 672 1 527 37 2.06 0.17 32
62 46 673 0 496 61 3.21 0.17 32
62 46 674 1 596 23 0.73 0.17 32
62 46 675 0 499 112 1.81 0.17 32
62 46 676 0 419 67 1.22 0.17 32
63 310 677 1 474 17 0.04 0.072 24
63 310 678 0 510 84 -0.67 0.072 24
63 310 679 0 496 64 -0.55 0.072 24
64 38 680 0 432 76 -0.86 0.18 8
64 38 681 1 436 77 0.07 0.18 8
64 38 682 0 472 49 0.18 0.18 8
64 38 683 0 420 79 -0.69 0.18 8
64 38 684 1 447 97 0.75 0.18 8
64 38 685 0 463 40 -0.03 0.18 8
64 38 686 1 429 67 0.11 0.18 8
64 294 687 0 494 32 -0.02 0.18 4
64 294 688 1 449 95 -0.08 0.18 4
64 294 689 0 465 62 -0.03 0.18 4
65 95 690 1 466 17 -0.71 0.05 40
65 95 691 1 448 25 0.01 0.05 40
65 128 692 0 524 52 0.3 0.05 3
65 128 693 1 466 88 -0.63 0.05 3
65 128 694 0 521 76 1.29 0.05 3
65 128 695 1 408 69 -0.72 0.05 3
65 284 696 0 474 23 -0.45 0.05 2
65 284 697 1 521 65 -0.99 0.05 2
65 284 698 0 503 92 1.17 0.05 2
66 91 699 0 514 64 -0.03 0.509 29
66 91 700 1 478 56 -0.2 0.509 29
66 91 701 0 443 84 0.06 0.509 29
66 91 702 1 445 53 0.22 0.509 29
66 218 703 0 474 61 0.61 0.509 16
66 218 704 0 500 38 1.79 0.509 16
66 269 705 0 464 57 -0.62 0.509 29
66 269 706 0 506 66 -0.07 0.509 29
67 4 707 0 413 102 0.25 0.339 5
67 4 708 0 427 86 -0.12 0.339 5
67 4 709 0 482 66 -0.7 0.339 5
67 4 710 0 430 106 -0.53 0.339 5
67 4 711 1 441 79 -0.46 0.339 5
67 4 712 0 429 110 -0.75 0.339 5
67 73 713 1 401 107 0.05 0.339 17
67 73 714 1 513 55 0.06 0.339 17
67 73 715 1 437 82 -1.45 0.339 17
67 245 716 1 479 32 -0.71 0.339 18
67 245 717 0 431 57 -1.04 0.339 18
67 245 718 1 436 79 -0.03 0.339 18
68 57 719 1 542 36 -0.55 0.209 23
68 57 720 0 487 44 -1.24 0.209 23
68 57 721 0 501 39 -0.36 0.209 23
68 57 722 1 463 86 -0.83 0.209 23
68 244 723 1 290 214 -0.67 0.209 16
68 263 724 1 488 75 -0.57 0.209 7
68 263 725 1 508 29 -0.34 0.209 7
68 263 726 1 489 71 -0.71 0.209 7
68 271 727 0 491 29 -0.8 0.209 23
68 271 728 1 435 91 -0.57 0.209 23
68 271 729 1 414 93 -1.15 0.209 23
68 298 730 0 409 128 -0.96 0.209 26
68 298 731 1 490 52 -0.16 0.209 26
68 298 732 1 500 59 -0.16 0.209 26
68 298 733 1 473 79 -1.21 0.209 26
68 298 734 1 423 123 0.88 0.209 26
69 90 735 0 365 107 -0.03 0.523 0
69 90 736 1 443 66 -0.76 0.523 0
69 290 737 0 431 83 1.03 0.523 6
69 290 738 0 425 45 -0.64 0.523 6
69 290 739 1 456 22 0.55 0.523 6
70 83 740 0 484 96 -1.15 0.43 3
70 83 741 0 464 45 -1.19 0.43 3
70 83 742 1 509 53 -0.46 0.43 3
70 83 743 1 463 68 -1.45 0.43 3
70 83 744 0 400 107 -0.09 0.43 3
70 83 745 1 418 108 -1.15 0.43 3
70 83 746 1 403 117 -0.59 0.43 3
70 146 747 1 405 62 -0.36 0.43 5
70 146 748 0 428 145 0.11 0.43 5
70 146 749 0 496 63 0.16 0.43 5
70 152 750 1 471 45 -1.27 0.43 6
70 152 751 1 434 36 -1.25 0.43 6
70 152 752 1 447 69 -0.98 0.43 6
70 152 753 1 481 66 -1.45 0.43 6
70 152 754 0 368 218 -1.14 0.43 6
70 152 755 1 439 54 -0.49 0.43 6
70 261 756 0 468 68 -0.03 0.43 0
70 311 757 1 466 81 -1.02 0.43 3
70 311 758 0 514 32 -0.31 0.43 3
71 80 759 1 488 45 1.21 0.085 8
71 80 760 0 459 95 0.14 0.085 8
71 80 761 0 459 24 -0.03 0.085 8
71 80 762 0 551 10 1.16 0.085 8
71 80 763 0 500 68 1.09 0.085 8
71 80 764 0 455 60 -0.78 0.085 8
71 120 765 1 551 82 -0.19 0.085 31
71 120 766 0 485 80 -0.05 0.085 31
71 120 767 0 537 104 2.07 0.085 31
71 120 768 1 499 85 1.08 0.085 31
71 120 769 0 494 35 0.1 0.085 31
71 120 770 0 502 54 0.93 0.085 31
71 120 771 1 545 39 0.8 0.085 31
71 120 772 1 527 50 1.27 0.085 31
71 209 773 1 523 70 -0.69 0.085 3
71 209 774 1 517 80 0.16 0.085 3
71 264 775 1 561 34 0.91 0.085 5
71 264 776 1 452 49 2.06 0.085 5
71 264 777 1 477 1 0.02 0.085 5
71 264 778 0 480 43 -0.2 0.085 5
71 264 779 1 556 2 0.72 0.085 5
71 264 780 1 473 55 0.28 0.085 5
71 264 781 1 543 78 0.8 0.085 5
71 304 782 0 502 63 0.24 0.085 10
71 304 783 0 513 10 0.97 0.085 10
71 304 784 1 446 72 0.3 0.085 10
71 304 785 0 506 29 0.46 0.085 10
72 29 786 0 542 77 0.6 0.249 19
72 29 787 0 469 88 0.8 0.249 19
72 29 788 1 510 20 -0.38 0.249 19
72 148 789 0 523 28 -0.22 0.249 26
72 148 790 0 510 51 0.56 0.249 26
72 148 791 1 532 47 -0.37 0.249 26
72 148 792 1 498 37 0.37 0.249 26
72 243 793 1 524 113 1.95 0.249 4
72 243 794 1 520 16 0.69 0.249 4
72 243 795 1 488 53 0.27 0.249 4
72 243 796 0 478 28 0.62 0.249 4
73 213 797 1 489 70 -0.03 0.117 16
73 213 798 0 426 44 -0.72 0.117 16
73 213 799 0 442 28 -0.07 0.117 16
73 276 800 0 422 93 -0.55 0.117 18
73 276 801 0 466 46 -0.11 0.117 18
73 276 802 1 523 37 0.54 0.117 18
73 276 803 0 393 95 -0.84 0.117 18
73 276 804 0 436 51 0.17 0.117 18
73 276 805 1 435 11 -0.04 0.117 18
73 276 806 1 479 38 0.47 0.117 18
74 232 807 0 411 118 -0.61 0.202 34
74 232 808 0 496 -2 0.62 0.202 34
74 295 809 0 433 59 -0.98 0.202 34
75 39 810 1 490 60 -0.03 0.367 6
75 39 811 1 452 66 -0.88 0.367 6
75 42 812 0 510 147 -0.47 0.367 2
75 42 813 1 461 106 0.39 0.367 2
75 42 814 1 457 36 0.09 0.367 2
75 42 815 0 438 53 -1.52 0.367 2
75 42 816 1 486 57 -0.96 0.367 2
75 42 817 0 504 97 0.27 0.367 2
75 42 818 1 455 58 -0.86 0.367 2
75 42 819 1 436 116 -0.61 0.367 2
75 42 820 1 451 80 -1.08 0.367 2
75 42 821 1 508 58 -0.04 0.367 2
75 154 822 1 533 19 -0.09 0.367 2
75 154 823 1 476 110 0.02 0.367 2
75 181 824 1 396 78 -1.06 0.367 1
76 8 825 0 428 23 -1 0.161 8
76 8 826 0 482 58 0.81 0.161 8
76 8 827 0 523 25 0.46 0.161 8
76 8 828 1 505 -15 0.41 0.161 8
76 28 829 0 429 46 0.17 0.161 21
76 28 830 0 290 152 -0.45 0.161 21
76 28 831 1 485 62 -0.83 0.161 21
76 28 832 1 495 19 -0.22 0.161 21
76 28 833 1 470 13 0.04 0.161 21
76 136 834 0 456 38 0.16 0.161 29
76 136 835 0 474 58 0.03 0.161 29
76 136 836 0 480 -10 0.1 0.161 29
76 136 837 0 458 61 0.41 0.161 29
76 136 838 1 438 56 -0.35 0.161 29
76 136 839 0 449 69 0.19 0.161 29
76 277 840 1 455 73 -0.91 0.161 13
76 277 841 1 458 -3 -0.14 0.161 13
76 277 842 1 503 25 0.17 0.161 13
76 277 843 1 469 33 0.84 0.161 13
76 277 844 0 426 19 -0.23 0.161 13
76 277 845 1 451 60 0.63 0.161 13
76 277 846 1 437 35 0.07 0.161 13
76 287 847 0 485 50 -0.14 0.161 5
76 287 848 0 441 59 0.1 0.161 5
76 287 849 0 433 46 -0.32 0.161 5
76 287 850 1 439 61 0.45 0.161 5
76 287 851 0 417 75 -0.12 0.161 5
77 27 852 0 463 59 1.1 0.041 7
77 27 853 1 482 60 1.72 0.041 7
77 27 854 0 469 72 1.04 0.041 7
77 27 855 0 450 17 0.72 0.041 7
77 27 856 1 453 52 0.2 0.041 7
77 27 857 1 522 52 0.08 0.041 7
77 53 858 1 468 58 0.69 0.041 12.54
77 53 859 0 458 125 1.6 0.041 12.54
77 53 860 1 514 5 0.56 0.041 12.54
77 53 861 0 427 71 -0.03 0.041 12.54
77 53 862 1 501 56 1.11 0.041 12.54
77 189 863 1 471 57 -0.32 0.041 29
77 189 864 1 515 28 1.42 0.041 29
77 189 865 0 431 101 0.22 0.041 29
77 189 866 0 500 44 1.27 0.041 29
77 189 867 0 477 27 -0.09 0.041 29
77 189 868 1 489 64 1 0.041 29
77 189 869 1 484 65 0.27 0.041 29
77 189 870 1 475 49 1.29 0.041 29
77 189 871 0 514 67 1.06 0.041 29
77 305 872 0 493 33 0.55 0.041 5
77 305 873 0 514 31 0.82 0.041 5
77 305 874 1 497 81 1.29 0.041 5
77 305 875 0 510 57 -0.09 0.041 5
78 13 876 0 474 56 -0.03 0.407 13
78 13 877 0 478 12 -0.03 0.407 13
78 13 878 1 482 49 0.81 0.407 13
78 13 879 0 463 24 0.01 0.407 13
78 13 880 0 461 75 -0.21 0.407 13
78 13 881 0 512 25 -0.61 0.407 13
78 13 882 1 439 77 -0.94 0.407 13
78 13 883 1 473 6 0.06 0.407 13
78 13 884 0 435 26 -1.29 0.407 13
78 111 885 0 419 85 -1.06 0.407 2
78 111 886 1 430 30 -0.46 0.407 2
78 111 887 1 476 13 -0.47 0.407 2
78 183 888 1 472 40 -1.09 0.407 0
78 183 889 0 427 11 -0.03 0.407 0
78 183 890 1 488 2 -0.03 0.407 0
79 23 891 1 436 50 -1.21 0.351 4
79 112 892 1 462 43 1.57 0.351 2
79 112 893 1 401 74 -0.22 0.351 2
79 253 894 1 468 31 0.36 0.351 2
79 253 895 1 451 87 1.33 0.351 2
79 253 896 1 531 24 0.92 0.351 2
79 253 897 0 438 139 0.11 0.351 2
79 253 898 1 467 49 -0.13 0.351 2
79 253 899 0 506 24 1.13 0.351 2
79 253 900 1 457 96 -0.17 0.351 2
79 253 901 1 402 55 -1.26 0.351 2
79 253 902 0 473 92 0.18 0.351 2
80 222 903 1 432 110 0.51 0.19 9
80 222 904 0 433 73 -0.94 0.19 9
80 222 905 1 484 69 -0.37 0.19 9
80 222 906 1 457 101 -0.08 0.19 9
80 308 907 0 449 52 -0.51 0.19 13
80 308 908 0 481 74 -0.14 0.19 13
80 308 909 1 466 43 -0.37 0.19 13
81 116 910 1 461 74 -0.66 0.21 11
81 116 911 1 447 102 -0.51 0.21 11
81 174 912 1 474 90 0.04 0.21 11
81 174 913 0 430 74 -0.03 0.21 11
81 174 914 1 452 44 -0.67 0.21 11
81 174 915 1 428 53 -0.42 0.21 11
81 174 916 0 452 66 -0.73 0.21 11
81 174 917 1 485 40 -0.78 0.21 11
81 174 918 1 458 48 -0.44 0.21 11
82 164 919 0 443 60 -0.33 0.103 7
82 164 920 0 407 79 -0.33 0.103 7
82 164 921 0 424 93 0.93 0.103 7
82 164 922 0 463 23 0.53 0.103 7
82 164 923 0 499 26 0.51 0.103 7
82 169 924 0 432 80 -0.21 0.103 20
82 169 925 1 479 109 0.71 0.103 20
82 169 926 0 443 86 1.11 0.103 20
82 169 927 1 444 26 -0.27 0.103 20
82 169 928 1 513 51 0.95 0.103 20
82 169 929 1 484 48 1.28 0.103 20
82 184 930 0 353 46 -1.17 0.103 1
82 184 931 0 450 49 1.57 0.103 1
82 184 932 0 472 55 0.52 0.103 1
82 184 933 0 441 39 1.53 0.103 1
82 184 934 0 487 36 0.01 0.103 1
82 225 935 1 450 30 -0.27 0.103 3
82 225 936 1 431 66 -0.08 0.103 3
82 225 937 0 450 74 0.26 0.103 3
83 165 938 1 437 55 0.11 0.141 11
83 165 939 1 529 77 -1.15 0.141 11
83 165 940 1 423 93 -0.44 0.141 11
83 165 941 1 480 60 -0.36 0.141 11
83 165 942 1 498 40 -0.4 0.141 11
83 165 943 0 512 76 1.8 0.141 11
83 235 944 1 466 22 -1.31 0.141 10
83 235 945 0 447 10 -0.54 0.141 10
83 235 946 1 492 74 -0.24 0.141 10
83 235 947 0 492 45 0.01 0.141 10
83 235 948 1 467 67 0.27 0.141 10
83 235 949 0 476 54 0.38 0.141 10
84 76 950 0 398 86 -0.06 0.255 2
84 76 951 1 407 60 -1.26 0.255 2
84 76 952 1 430 96 -0.03 0.255 2
84 76 953 1 471 58 -0.31 0.255 2
84 143 954 1 449 42 -0.72 0.255 2
84 143 955 1 406 107 -0.93 0.255 2
84 143 956 1 459 129 0.02 0.255 2
84 143 957 0 436 75 -0.05 0.255 2
84 143 958 1 430 84 -0.81 0.255 2
84 143 959 0 418 85 -0.99 0.255 2
84 161 960 1 392 108 -0.59 0.255 1
84 161 961 0 484 28 -0.45 0.255 1
84 161 962 0 418 88 -1.02 0.255 1
84 161 963 1 427 96 -0.71 0.255 1
85 66 964 0 520 29 0.33 0.107 28
85 66 965 1 561 -13 1.72 0.107 28
85 66 966 0 473 66 -0.38 0.107 28
85 66 967 0 513 25 0.68 0.107 28
85 66 968 0 517 44 0.96 0.107 28
85 66 969 1 523 79 -0.11 0.107 28
85 84 970 1 514 65 -0.74 0.107 23
85 157 971 0 527 59 -0.11 0.107 30
85 157 972 0 458 99 0.98 0.107 30
85 157 973 1 516 13 0.15 0.107 30
85 157 974 1 526 79 0.7 0.107 30
85 186 975 0 510 -4 -1.21 0.107 1
85 186 976 1 509 17 0.01 0.107 1
85 186 977 1 502 55 -0.76 0.107 1
85 186 978 0 496 -10 -0.64 0.107 1
85 186 979 1 389 136 -0.18 0.107 1
85 186 980 0 532 30 0.29 0.107 1
85 196 981 1 547 133 0.28 0.107 16
85 196 982 1 515 96 0.72 0.107 16
85 196 983 0 448 58 0.12 0.107 16
86 65 984 0 525 20 0.26 0.537 16
86 132 985 0 431 -28 0.56 0.537 2
86 132 986 0 453 63 -0.11 0.537 2
86 132 987 1 465 41 -0.12 0.537 2
86 275 988 0 446 52 1.27 0.537 9
86 275 989 1 468 42 0.87 0.537 9
86 275 990 0 441 51 -0.25 0.537 9
87 21 991 0 477 67 -0.03 0.306 1
87 21 992 0 486 42 -0.61 0.306 1
87 21 993 0 499 35 -0.03 0.306 1
87 21 994 0 471 52 -0.03 0.306 1
87 72 995 1 531 17 -0.67 0.306 1
87 72 996 1 494 57 -0.33 0.306 1
87 72 997 0 497 63 -1.29 0.306 1
87 106 998 0 537 2 -0.62 0.306 21
87 106 999 1 482 46 0.51 0.306 21
87 187 1000 1 446 77 -0.86 0.306 4
88 67 1001 1 460 2 -1.48 0.546 8
88 67 1002 1 488 40 -1.02 0.546 8
88 312 1003 1 451 18 -0.03 0.546 5
88 312 1004 0 421 52 0.6 0.546 5
88 312 1005 1 374 69 0.66 0.546 5
88 312 1006 1 428 51 -0.48 0.546 5
89 292 1007 1 513 39 0.76 0.092 1
89 292 1008 0 491 11 -0.25 0.092 1
89 292 1009 1 427 80 -0.38 0.092 1
89 292 1010 0 524 69 1.11 0.092 1
90 52 1011 1 453 34 -0.24 0.259 13
90 52 1012 0 506 -13 -0.13 0.259 13
90 238 1013 0 424 130 0.01 0.259 27
91 15 1014 1 495 34 0.64 0.047 12.54
91 45 1015 1 454 32 0.18 0.047 10
91 45 1016 1 462 39 0.5 0.047 10
91 45 1017 0 517 30 0.42 0.047 10
91 45 1018 0 448 39 2.02 0.047 10
91 45 1019 0 489 -18 1 0.047 10
91 151 1020 1 423 102 0.11 0.047 10
91 151 1021 0 461 53 -0.06 0.047 10
91 231 1022 0 435 42 -0.62 0.047 9
91 231 1023 1 422 85 -0.03 0.047 9
91 231 1024 1 473 70 -0.36 0.047 9
91 231 1025 0 477 43 -0.3 0.047 9
91 231 1026 0 536 46 1.08 0.047 9
91 231 1027 1 429 54 1.12 0.047 9
91 231 1028 1 424 66 0.7 0.047 9
91 231 1029 0 446 58 -0.05 0.047 9
92 173 1030 1 485 48 0.05 0.114 3
92 173 1031 1 473 60 0.17 0.114 3
92 199 1032 1 448 34 0.72 0.114 14
92 248 1033 0 569 93 0.91 0.114 33
92 248 1034 1 460 45 -0.14 0.114 33
92 248 1035 0 433 67 0 0.114 33
92 248 1036 1 438 75 -0.03 0.114 33
92 248 1037 0 477 58 0.02 0.114 33
92 248 1038 1 443 97 -0.14 0.114 33
93 123 1039 1 483 63 0.65 0.068 26
93 123 1040 0 476 31 0.54 0.068 26
93 123 1041 0 542 58 0.11 0.068 26
93 123 1042 1 495 37 0.36 0.068 26
93 123 1043 0 492 54 1.28 0.068 26
93 123 1044 0 502 30 0.08 0.068 26
93 123 1045 1 524 34 0.41 0.068 26
93 123 1046 1 465 51 -1.35 0.068 26
93 126 1047 0 532 -6 -0.03 0.068 10
93 126 1048 0 534 28 -0.03 0.068 10
93 126 1049 1 468 43 0.62 0.068 10
93 126 1050 0 489 14 0.02 0.068 10
93 126 1051 0 482 48 0.41 0.068 10
93 126 1052 0 493 28 0.67 0.068 10
93 182 1053 1 460 72 0.69 0.068 10
93 182 1054 1 480 51 0.08 0.068 10
93 182 1055 1 499 78 0.02 0.068 10
93 182 1056 1 531 59 0.42 0.068 10
93 182 1057 0 509 34 0 0.068 10
93 194 1058 1 517 42 0.01 0.068 12.54
93 194 1059 1 532 30 -0.13 0.068 12.54
94 134 1060 0 471 83 -0.08 0.127 8
94 134 1061 1 464 92 0.44 0.127 8
94 134 1062 1 485 97 0.13 0.127 8
94 134 1063 0 470 125 0.55 0.127 8
94 224 1064 0 430 58 0.12 0.127 22
94 224 1065 0 478 44 0.33 0.127 22
94 224 1066 1 459 42 -0.03 0.127 22
94 224 1067 0 452 63 -0.87 0.127 22
94 224 1068 1 500 74 -0.05 0.127 22
94 282 1069 1 386 72 -0.25 0.127 18
94 282 1070 0 367 112 0.23 0.127 18
94 306 1071 1 426 109 -0.23 0.127 18
94 306 1072 1 410 121 0.61 0.127 18
94 306 1073 1 428 95 -0.25 0.127 18
94 306 1074 1 476 51 -1.06 0.127 18
95 140 1075 1 523 43 1.36 0.067 10
95 140 1076 1 488 51 0.73 0.067 10
95 144 1077 0 500 35 -0.33 0.067 2
95 144 1078 1 290 203 -0.32 0.067 2
95 144 1079 1 539 5 0.33 0.067 2
96 109 1080 1 447 43 -0.45 0.107 20
96 109 1081 0 427 70 -0.2 0.107 20
96 109 1082 1 453 40 0.35 0.107 20
96 109 1083 1 494 43 -0.45 0.107 20
96 185 1084 1 501 12 0.32 0.107 26
96 237 1085 0 463 53 0.15 0.107 0
96 237 1086 1 459 52 -0.23 0.107 0
96 237 1087 1 458 56 -0.65 0.107 0
97 75 1088 1 441 85 0.04 0.075 12
97 75 1089 0 421 108 -0.26 0.075 12
97 75 1090 1 498 98 0.5 0.075 12
97 75 1091 0 456 16 -1.09 0.075 12
97 75 1092 0 551 8 0.46 0.075 12
97 75 1093 0 458 80 0.94 0.075 12
98 221 1094 1 461 37 0.89 0.085 5
98 221 1095 0 398 61 -0.65 0.085 5
99 205 1096 1 390 89 -0.42 0.095 28
99 205 1097 0 463 72 -0.81 0.095 28
99 205 1098 0 479 78 -0.52 0.095 28
99 205 1099 0 505 45 -0.53 0.095 28
99 205 1100 1 440 49 0.18 0.095 28
99 205 1101 0 523 20 -0.03 0.095 28
99 205 1102 1 448 43 -0.15 0.095 28
99 205 1103 1 507 14 0.44 0.095 28
99 205 1104 1 413 89 -0.43 0.095 28
99 214 1105 1 385 24 -0.73 0.095 17
99 226 1106 1 448 45 -0.03 0.095 14
99 226 1107 0 449 72 -0.03 0.095 14
99 236 1108 0 428 114 -0.87 0.095 14
99 236 1109 0 431 47 -0.15 0.095 14
99 266 1110 1 419 53 -0.79 0.095 17
99 266 1111 0 452 17 -0.81 0.095 17
99 266 1112 0 472 51 -0.31 0.095 17
99 266 1113 1 474 41 -0.27 0.095 17
99 266 1114 0 470 24 -0.49 0.095 17
100 74 1115 0 456 10 -0.93 0.071 4
100 99 1116 1 438 58 0.72 0.071 25
100 135 1117 0 461 80 -0.39 0.071 18
100 135 1118 1 481 77 -0.11 0.071 18
100 135 1119 1 454 116 0.03 0.071 18
100 135 1120 1 499 82 -0.03 0.071 18
100 135 1121 1 513 28 -0.36 0.071 18
100 135 1122 0 488 51 -0.83 0.071 18
100 135 1123 1 456 69 -0.03 0.071 18
100 281 1124 1 476 41 -1.19 0.071 13
100 281 1125 1 483 86 -0.35 0.071 13
100 281 1126 0 504 35 1.37 0.071 13
100 281 1127 1 488 69 -0.9 0.071 13
101 68 1128 0 440 13 -0.93 0.064 4
101 68 1129 1 479 49 0.77 0.064 4
101 68 1130 0 494 87 -0.34 0.064 4
101 68 1131 0 532 0 0.34 0.064 4
101 138 1132 0 490 91 -0.64 0.064 2
101 138 1133 0 440 74 -0.03 0.064 2
101 138 1134 0 370 69 -0.63 0.064 2
101 138 1135 1 434 69 0.27 0.064 2
101 138 1136 1 429 88 -0.36 0.064 2
101 215 1137 0 483 38 0.94 0.064 0
101 215 1138 1 486 20 -0.17 0.064 0
101 273 1139 0 411 87 -0.42 0.064 31
101 273 1140 0 504 43 0.74 0.064 31
101 273 1141 0 484 74 0 0.064 31
101 273 1142 1 372 118 0.18 0.064 31
101 273 1143 0 458 105 -0.2 0.064 31
102 44 1144 1 490 3 1.32 0.126 34
102 44 1145 0 496 25 -1.19 0.126 34
102 44 1146 0 376 11 0.62 0.126 34
102 44 1147 1 490 54 -1.05 0.126 34
102 44 1148 1 462 75 -0.62 0.126 34
102 44 1149 0 412 55 0.7 0.126 34
102 241 1150 1 406 129 -0.49 0.126 3
102 241 1151 0 488 87 -0.34 0.126 3
102 241 1152 1 437 37 -0.17 0.126 3
102 241 1153 1 465 54 -0.72 0.126 3
102 241 1154 0 462 58 -0.18 0.126 3
103 37 1155 0 455 71 0.29 0.076 4
103 193 1156 0 431 107 -0.03 0.076 2
103 193 1157 0 458 55 1.81 0.076 2
103 247 1158 0 290 191 -0.52 0.076 5
103 247 1159 0 474 87 0.22 0.076 5
103 247 1160 1 453 95 0.18 0.076 5
103 247 1161 0 436 116 0.84 0.076 5
103 247 1162 1 421 77 0.95 0.076 5
104 60 1163 0 502 85 1.82 0.054 25
104 60 1164 0 423 51 -0.28 0.054 25
104 60 1165 1 451 61 -1.03 0.054 25
104 129 1166 0 403 138 0.98 0.054 36
104 129 1167 1 477 95 -0.03 0.054 36
104 129 1168 1 410 96 -0.49 0.054 36
105 33 1169 1 405 95 0.49 0.099 34
105 33 1170 0 449 32 1.73 0.099 34
105 33 1171 0 446 17 -0.26 0.099 34
105 33 1172 0 432 105 0.23 0.099 34
105 200 1173 1 461 73 2.33 0.099 9
105 200 1174 1 523 51 -0.69 0.099 9
105 200 1175 0 448 71 -0.13 0.099 9
105 200 1176 0 506 70 -0.03 0.099 9
105 200 1177 1 452 67 0.03 0.099 9
105 200 1178 1 478 33 0.33 0.099 9
106 62 1179 0 547 -4 -0.21 0.266 6
106 62 1180 0 506 23 -0.6 0.266 6
107 96 1181 1 421 38 -1.52 0.177 12
107 96 1182 1 448 57 0.4 0.177 12
107 96 1183 1 521 30 2.04 0.177 12
107 96 1184 1 443 85 0.98 0.177 12
107 96 1185 1 422 56 -0.24 0.177 12
107 96 1186 1 502 47 0.16 0.177 12
107 96 1187 1 474 19 -1.02 0.177 12
107 96 1188 0 485 37 1.3 0.177 12
107 239 1189 0 473 44 -0.03 0.177 25
107 239 1190 1 453 69 -0.37 0.177 25
